genome,GC,species,GRiD,Species_heterogeneity,Coverage,ids,id,group
GCF_000468635.1_PbaroF0067v1.0_genomic,GCF_000468635,Prevotella baroniae,1.75,0.262857143,0.312,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.77,0.107344633,39.417,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.34,0.134328358,48.278,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.81,0.226519337,1.591,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.74,0.195402299,2.507,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.45,0.2,0.821,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.54,0.207792208,1.104,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.59,0.371069182,1.745,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,2.52,0.297619048,0.644,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.19,0.117647059,5.048,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.75,0.28,0.281,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.41,0.106382979,2.78,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.48,0.114864865,4.674,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.58,0.297468354,1.371,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.46,0.116438356,28.381,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.97,0.147208122,1.485,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.78,0.168539326,0.985,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.63,0.208588957,1.162,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.74,0.149425287,2.416,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1,0,0.221,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.38,0.166666667,3.44,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.62,0.160493827,3.186,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.26,0.166666667,1.111,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.59,0.132075472,3.37,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.28,0.109375,6.747,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.5,0.153333333,2.868,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.63,0.257668712,0.28,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.79,0.117318436,4.61,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.4,0.221428571,0.855,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.52,0.157894737,1.062,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.49,0.167785235,2.083,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.52,0.138157895,3.948,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.42,0.112676056,9.957,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.29,0.224806202,0.244,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000477535.1_PsaliF0493v1.0_genomic,GCF_000477535,Prevotella salivae,1.56,0.224358974,0.413,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000488855.1_ASM48885v1_genomic,GCF_000488855,Eubacterium brachy,1.46,0.253424658,0.333,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000488855.1_ASM48885v1_genomic,GCF_000488855,Eubacterium brachy,1.98,0.368686869,0.21,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_000488855.1_ASM48885v1_genomic,GCF_000488855,Eubacterium brachy,1.48,0.209459459,0.287,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.57,0.191082803,1.159,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.83,0.202185792,1.649,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.6,0.15,2.628,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.48,0.148648649,7.179,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.57,0.191082803,1.423,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.62,0.203703704,1.131,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.86,0.349462366,0.371,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.61,0.267080745,0.706,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.7,0.264705882,0.612,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1,0,0.265,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,2.01,0.288557214,0.23,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,2.57,0.342412451,0.931,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.43,0.202797203,0.682,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.56,0.141025641,3.522,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.72,0.244186047,0.791,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,2.44,0.430327869,0.299,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.81,0.138121547,15.701,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.61,0.192546584,1.416,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,2.2,0.322727273,0.345,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.95,0.205128205,1.115,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.43,0.216783217,0.507,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.63,0.288343558,0.496,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.81,0.254143646,0.389,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,2.24,0.34375,0.211,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,2.62,0.458015267,0.383,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.79,0.251396648,0.301,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.65,0.254545455,1.176,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.94,0.298969072,0.374,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.8,0.25,0.712,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.73,0.300578035,0.274,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.87,0.368983957,0.316,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.41,0.170212766,1.83,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000701685.1_ASM70168v1_genomic,GCF_000701685,Gemella sanguinis,1.8,0.194444444,1.505,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.98,0.207070707,7.367,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.93,0.186528497,31.445,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.66,0.271084337,1.284,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.67,0.161676647,53.618,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.52,0.164473684,18.739,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.73,0.184971098,14.474,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.75,0.24,2.249,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.59,0.182389937,20.602,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.77,0.192090395,36.028,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.39,0.28057554,2.813,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.78,0.174157303,58.063,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.83,0.180327869,12.312,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.66,0.15060241,15.789,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.54,0.201298701,1.261,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,2.84,0.440140845,0.323,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.6,0.26875,1.134,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.78,0.241573034,1.227,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.68,0.202380952,5.388,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.44,0.173611111,33.775,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.72,0.186046512,72.128,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.51,0.185430464,18.631,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.59,0.182389937,12.863,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.59,0.20754717,1.795,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.87,0.22459893,4.841,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.49,0.181208054,8.557,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.89,0.206349206,8.829,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.91,0.240837696,1.445,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.84,0.222826087,28.199,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.69,0.153846154,65.42,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.75,0.194285714,13.055,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.99,0.195979899,16.309,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.7,0.188235294,8.027,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.8,0.188888889,6.323,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.8,0.205555556,14.043,LD210120-0026_S20210207-0041_FHC659.GRiD,FHC659,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.58,0.240506329,1.601,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.81,0.193370166,8.236,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.44,0.166666667,31.16,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.9,0.194736842,20.805,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_000960005.1_ASM96000v1_genomic,GCF_000960005,Streptococcus mitis oralis pneumoniae,1.9,0.173684211,21.474,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_001011095.1_ASM101109v1_genomic,GCF_001011095,Ligilactobacillus salivarius,1.77,0.355932203,0.268,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.67,0.22754491,16.28,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.88,0.281914894,23.058,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.88,0.461805556,0.283,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,3.4,0.5,1.85,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1,0,0.204,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.35,0.408510638,2.477,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,4.63,0.518358531,0.286,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.8,0.478571429,0.558,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,4.3,0.6,1.925,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.93,0.367875648,2.664,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.68,0.273809524,0.737,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.16,0.305555556,3.358,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,3.05,0.468852459,0.292,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.48,0.27027027,3.665,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2,0.41,1.516,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.01,0.298507463,7.945,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.87,0.427807487,0.673,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.07,0.338164251,3.197,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1,0,0.266,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,4.79,0.501043841,1.211,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.83,0.491166078,0.371,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.53,0.326797386,1.599,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.42,0.400826446,0.959,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.33,0.343347639,1.832,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.82,0.346153846,1.04,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.92,0.5,0.525,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.92,0.333333333,0.536,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1,0,0.253,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1,0,0.274,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.08,0.274038462,4.367,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.19,0.493150685,0.374,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.37,0.341772152,1.433,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,3.77,0.535809019,0.471,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,4.1,0.595121951,0.374,LD210120-0026_S20210207-0041_FHC659.GRiD,FHC659,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.28,0.350877193,0.309,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,2.18,0.288990826,6.065,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.91,0.329842932,0.525,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,1.93,0.32642487,4.13,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_001071155.1_ASM107115v1_genomic,GCF_001071155,Streptococcus parasanguinis,4.27,0.508196721,0.251,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_001190115.1_ASM119011v1_genomic,GCF_001190115,Aggregatibacter actinomycetemcomitans,1,0,0.225,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_001190115.1_ASM119011v1_genomic,GCF_001190115,Aggregatibacter actinomycetemcomitans,1.65,0.296969697,0.202,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_001190115.1_ASM119011v1_genomic,GCF_001190115,Aggregatibacter actinomycetemcomitans,1.46,0.273972603,0.224,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
